ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
2472	74	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2473	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2474	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2475	13	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2476	26	1	1	0.000000	2.846154	1.269231	0.000000	0.000000	0	0	0
2477	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2478	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2479	1	1	1	0.000000	1635.000000	1.000000	0.000000	0.000000	0	0	0
2480	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2481	72	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2482	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2483	16	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2484	100	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2485	29	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2486	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2487	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2488	5	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
2489	13	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2490	41	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2491	8	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2492	8	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2493	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2494	2	1	1	0.000000	25.500000	1.000000	0.000000	0.000000	0	0	0
2495	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2496	8	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2497	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2498	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2499	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2500	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2501	121	0	0	0.000000	2.000000	1.727273	0.000000	0.000000	0	0	0
2502	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2503	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2504	32	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2505	4	1	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
2506	13	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2507	73	0	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2508	3	1	2	0.000000	957.000000	311.000000	0.000000	0.000000	0	0	0
2509	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2510	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2511	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2512	14	1	1	0.000000	1.214286	1.214286	0.000000	0.000000	0	0	0
2513	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2514	87	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2515	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2516	16	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2517	12	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2518	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2519	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2520	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2521	6	1	1	0.000000	2.000000	1.000000	0.000000	0.000000	0	0	0
2522	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2523	20	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2524	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2525	19	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2526	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2527	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2528	79	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2529	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2530	10	1	2	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
2531	23	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2532	26	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2533	5	2	1	0.000000	2.000000	2.000000	0.000000	0.000000	0	0	0
2534	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2535	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2536	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2537	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2538	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2539	1	1	2	0.000000	1693.000000	1.000000	0.000000	0.000000	0	0	0
2540	81	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2541	5	1	1	0.000000	1.600000	1.600000	0.000000	0.000000	0	0	0
2542	8	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2543	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2544	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2545	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2546	12	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2547	81	1	0	0.000000	1.185185	1.037037	0.000000	0.000000	0	0	0
2548	7	2	2	0.000000	1196.571429	2.000000	0.000000	0.000000	0	0	0
2549	16	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2550	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2551	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2552	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2553	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2554	1	1	1	0.000000	3.000000	3.000000	0.000000	0.000000	0	0	0
2555	28	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2556	20	1	1	0.000000	1.100000	1.100000	0.000000	0.000000	0	0	0
2557	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2558	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2559	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2560	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2561	13	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2562	18	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2563	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2564	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2565	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2566	78	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2567	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2568	1	2	1	0.000000	110.000000	1.000000	0.000000	0.000000	0	0	0
2569	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2570	43	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2571	26	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2572	32	1	1	0.000000	1.031250	1.031250	0.000000	0.000000	0	0	0
2573	3	1	2	0.000000	1273.000000	2.333333	0.000000	0.000000	0	0	0
2574	20	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2575	25	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2576	31	1	1	0.000000	1.419355	1.419355	0.000000	0.000000	0	0	0
2577	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2578	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2579	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2580	14	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2581	18	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2582	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2583	16	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2584	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2585	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2586	14	1	1	0.000000	1.785714	1.142857	0.000000	0.000000	0	0	0
2587	18	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2588	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2589	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2590	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2591	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2592	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2593	83	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2594	19	1	1	0.000000	1.052632	1.052632	0.000000	0.000000	0	0	0
2595	115	0	0	0.000000	1.008696	1.008696	0.000000	0.000000	0	0	0
2596	20	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2597	30	1	1	0.000000	1.066667	1.066667	0.000000	0.000000	0	0	0
2598	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2599	23	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2600	94	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2601	86	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2602	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2603	16	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2604	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2605	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2606	31	1	1	0.000000	2.000000	1.193548	0.000000	0.000000	0	0	0
2607	49	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2608	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2609	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2610	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2611	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2612	8	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2613	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2614	7	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2615	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2616	20	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2617	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2618	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2619	87	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2620	24	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2621	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2622	5	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2623	68	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2624	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2625	10	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2626	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2627	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2628	49	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2629	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2630	47	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2631	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2632	75	0	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2633	103	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2634	11	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2635	54	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2636	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2637	59	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2638	17	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2639	13	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2640	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2641	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2642	78	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2643	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2644	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2645	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2646	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2647	14	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2648	21	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2649	18	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2650	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2651	59	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2652	64	0	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2653	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2654	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2655	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2656	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2657	30	1	1	0.000000	4.200000	3.800000	0.000000	0.000000	0	0	0
2658	9	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2659	14	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2660	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2661	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2662	8	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2663	3	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2664	96	0	0	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2665	6	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2666	8	2	1	0.000000	3.125000	2.125000	0.000000	0.000000	0	0	0
2667	31	1	1	0.000000	1.838710	1.258065	0.000000	0.000000	0	0	0
2668	18	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2669	2	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2670	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2671	43	1	1	0.000000	1.093023	1.093023	0.000000	0.000000	0	0	0
2672	15	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2673	1	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2674	4	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
2675	31	1	1	0.000000	1.000000	1.000000	0.000000	0.000000	0	0	0
